X,Y,Date,ConfirmedCovidCases,TotalConfirmedCovidCases,ConfirmedCovidDeaths,TotalCovidDeaths,StatisticsProfileDate,CovidCasesConfirmed,HospitalisedCovidCases,RequiringICUCovidCases,HealthcareWorkersCovidCases,ClustersNotified,HospitalisedAged5,HospitalisedAged5to14,HospitalisedAged15to24,HospitalisedAged25to34,HospitalisedAged35to44,HospitalisedAged45to54,HospitalisedAged55to64,HospitalisedAged65up,Male,Female,Unknown,Aged1to4,Aged5to14,Aged15to24,Aged25to34,Aged35to44,Aged45to54,Aged55to64,Aged65up,Median_Age,CommunityTransmission,CloseContact,TravelAbroad,FID
-856335.8696,7036492.396,2021/01/27 00:00:00+00,1335,191182,54,3120,2021/01/25 00:00:00+00,189847,10494,1043,23032,11598,105,100,426,689,820,1225,1469,5658,89766,100007,74,4573,11023,33310,34168,30445,28960,22089,25199,38,47,51,1,332
-856335.8696,7036492.396,2021/01/28 00:00:00+00,1466,192645,47,3167,2021/01/26 00:00:00+00,191179,10550,1050,23260,11624,106,102,424,680,815,1227,1469,5725,90385,100721,73,4620,11088,33494,34374,30669,29167,22231,25456,38,47,51,1,333
-856335.8696,7036492.396,2021/01/29 00:00:00+00,1254,193892,48,3214,2021/01/27 00:00:00+00,192638,10640,1053,23534,11645,107,101,418,685,817,1236,1483,5791,91080,101490,68,4657,1178,33713,34587,30919,29389,22383,25723,38,47,52,1,334
-856335.8696,7036492.396,2021/01/30 00:00:00+00,1414,195303,79,3292,2021/01/28 00:00:00+00,193889,10758,1057,23732,11666,108,102,421,690,822,1252,1502,5859,91677,102153,59,4688,11241,33894,34798,31109,29586,22537,25956,38,47,52,1,335
-856335.8696,7036492.396,2021/01/31 00:00:00+00,1247,196547,15,3307,2021/01/29 00:00:00+00,195300,10873,1059,23934,11723,113,104,426,701,831,1264,1524,5908,92344,102892,64,4739,11333,34084,35058,31355,29813,22681,26159,38,47,52,1,336
-856335.8696,7036492.396,2021/02/01 00:00:00+00,1062,197553,10,3317,2021/01/30 00:00:00+00,196491,10949,1063,24125,11727,113,104,430,699,838,1268,1534,5961,92892,103532,67,4780,11399,34275,35247,31587,29974,22803,26350,38,47,52,1,337
-856335.8696,7036492.396,2021/02/02 00:00:00+00,879,198424,101,3418,2021/01/31 00:00:00+00,197545,10950,1080,24328,11738,112,102,422,695,838,1256,1536,5987,93401,104077,67,4804,11451,34428,35425,31777,30132,22919,26528,38,46,52,1,338
-856335.8696,7036492.396,2021/02/03 00:00:00+00,1013,199430,94,3512,2021/02/01 00:00:00+00,198417,11049,1093,24559,11800,114,106,428,705,841,1264,1550,6039,93819,104534,64,4826,11503,34560,35550,31934,30264,23011,26687,38,46,52,1,339
-856335.8696,7036492.396,2021/02/04 00:00:00+00,1318,200744,75,3586,2021/02/02 00:00:00+00,199426,11163,1116,24730,11819,114,107,438,716,849,1275,1561,6101,94282,105078,66,4860,11572,34702,35708,32096,30425,23117,26864,38,46,53,1,340
-856335.8696,7036492.396,2021/02/05 00:00:00+00,1047,201763,35,3621,2021/02/03 00:00:00+00,200716,11301,1132,24965,11845,116,109,440,727,856,1294,1585,6171,94894,105755,67,4893,11660,34920,35913,32303,30615,23271,27054,38,46,53,1,341
-856335.8696,7036492.396,2021/02/06 00:00:00+00,827,202548,55,3674,2021/02/04 00:00:00+00,201721,11440,1150,25183,11863,118,112,447,734,869,1306,1609,6242,95385,106284,52,4925,11742,35081,36080,32447,30768,23388,27206,38,46,53,1,342
-856335.8696,7036492.396,2021/02/07 00:00:00+00,1024,203568,12,3686,2021/02/05 00:00:00+00,202544,11509,1153,25355,11899,119,113,450,737,880,1309,1620,6278,95796,106696,52,4960,11816,35196,36200,32625,30897,23455,27311,38,46,53,1,343
-856335.8696,7036492.396,2021/02/08 00:00:00+00,829,204397,6,3687,2021/02/06 00:00:00+00,203568,11533,1157,25449,11921,120,112,447,733,883,1307,1619,6309,96286,107229,53,4989,11916,35405,36368,32783,31043,23554,27426,38,46,53,1,344
-856335.8696,7036492.396,2021/02/09 00:00:00+00,556,204940,68,3752,2021/02/07 00:00:00+00,204384,11584,1174,25590,11927,120,112,442,737,878,1314,1625,6353,96681,107651,52,5047,12002,35543,36493,32894,31162,23619,27540,38,46,53,1,345
-856335.8696,7036492.396,2021/02/10 00:00:00+00,1006,205939,54,3794,2021/02/08 00:00:00+00,204933,11674,1181,25669,11953,122,116,447,742,886,1323,1638,6397,96960,107919,54,5069,12052,35631,36570,32991,31253,23666,27617,38,45,53,1,346
