X,Y,Date,ConfirmedCovidCases,TotalConfirmedCovidCases,ConfirmedCovidDeaths,TotalCovidDeaths,StatisticsProfileDate,CovidCasesConfirmed,HospitalisedCovidCases,RequiringICUCovidCases,HealthcareWorkersCovidCases,ClustersNotified,HospitalisedAged5,HospitalisedAged5to14,HospitalisedAged15to24,HospitalisedAged25to34,HospitalisedAged35to44,HospitalisedAged45to54,HospitalisedAged55to64,HospitalisedAged65up,Male,Female,Unknown,Aged1to4,Aged5to14,Aged15to24,Aged25to34,Aged35to44,Aged45to54,Aged55to64,Aged65up,Median_Age,CommunityTransmission,CloseContact,TravelAbroad,FID
-856335.8696,7036492.396,2020/02/29 00:00:00+00,1,1,0,0,2020/02/27 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
-856335.8696,7036492.396,2020/03/03 00:00:00+00,1,2,0,0,2020/03/01 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
-856335.8696,7036492.396,2020/03/04 00:00:00+00,4,6,0,0,2020/03/02 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
-856335.8696,7036492.396,2020/03/05 00:00:00+00,7,13,0,0,2020/03/03 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
-856335.8696,7036492.396,2020/03/06 00:00:00+00,5,18,0,0,2020/03/04 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
-856335.8696,7036492.396,2020/03/07 00:00:00+00,1,19,0,0,2020/03/05 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
-856335.8696,7036492.396,2020/03/08 00:00:00+00,2,21,0,0,2020/03/06 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
-856335.8696,7036492.396,2020/03/09 00:00:00+00,3,24,0,0,2020/03/07 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
-856335.8696,7036492.396,2020/03/10 00:00:00+00,10,34,0,0,2020/03/08 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
-856335.8696,7036492.396,2020/03/11 00:00:00+00,9,43,1,1,2020/03/09 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
-856335.8696,7036492.396,2020/03/12 00:00:00+00,27,70,0,1,2020/03/10 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
-856335.8696,7036492.396,2020/03/13 00:00:00+00,20,90,0,1,2020/03/11 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
-856335.8696,7036492.396,2020/03/14 00:00:00+00,39,129,1,2,2020/03/12 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
-856335.8696,7036492.396,2020/03/15 00:00:00+00,40,169,0,2,2020/03/13 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
-856335.8696,7036492.396,2020/03/16 00:00:00+00,54,223,0,2,2020/03/14 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
-856335.8696,7036492.396,2020/03/17 00:00:00+00,69,292,0,2,2020/03/15 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16
-856335.8696,7036492.396,2020/03/18 00:00:00+00,74,366,0,2,2020/03/16 00:00:00+00,271,84,6,59,23,,,,,,,,,,,,1,4,28,48,62,40,46,42,,27,21,52,17
-856335.8696,7036492.396,2020/03/19 00:00:00+00,191,557,1,3,2020/03/17 00:00:00+00,350,108,7,84,26,,,,,,,,,,,,2,8,38,64,78,49,54,57,43,35,21,43,18
-856335.8696,7036492.396,2020/03/20 00:00:00+00,126,683,0,3,2020/03/18 00:00:00+00,438,140,12,114,27,1,2,9,16,15,11,23,31,241,189,7,2,9,47,78,96,62,69,75,44,40,21,39,19
-856335.8696,7036492.396,2020/03/21 00:00:00+00,102,785,0,3,2020/03/19 00:00:00+00,584,173,13,147,29,2,1,9,24,18,28,31,60,320,257,7,4,10,56,110,121,95,85,102,44,42,23,35,20
-856335.8696,7036492.396,2020/03/22 00:00:00+00,121,906,1,4,2020/03/20 00:00:00+00,712,211,17,159,35,2,2,13,27,22,40,34,71,393,311,8,5,12,63,127,149,132,101,122,44,44,23,33,21
-856335.8696,7036492.396,2020/03/23 00:00:00+00,219,1125,2,6,2020/03/21 00:00:00+00,836,239,25,208,37,2,2,14,31,26,42,37,85,460,369,7,5,16,69,166,165,158,117,139,44,43,24,33,22
-856335.8696,7036492.396,2020/03/24 00:00:00+00,204,1329,1,7,2020/03/22 00:00:00+00,965,277,36,247,44,2,2,15,36,26,52,43,101,534,431,0,5,17,77,189,183,191,136,165,45,45,24,31,23
-856335.8696,7036492.396,2020/03/25 00:00:00+00,235,1564,2,9,2020/03/23 00:00:00+00,1146,305,39,283,63,2,2,15,38,27,57,50,114,642,522,0,5,20,94,228,214,229,165,207,45,47,24,29,24
-856335.8696,7036492.396,2020/03/26 00:00:00+00,255,1819,10,19,2020/03/24 00:00:00+00,1383,340,47,321,66,2,2,16,38,29,64,56,133,753,630,0,8,22,111,264,246,280,280,252,46,47,24,29,25
-856335.8696,7036492.396,2020/03/27 00:00:00+00,302,2121,3,22,2020/03/25 00:00:00+00,1639,419,59,375,79,3,3,17,45,40,70,71,169,879,760,6,10,25,123,310,305,320,233,307,46,51,23,26,26
-856335.8696,7036492.396,2020/03/28 00:00:00+00,294,2415,14,36,2020/03/26 00:00:00+00,1904,489,67,445,91,3,3,18,48,45,85,76,210,1010,888,6,14,25,136,358,353,368,271,373,46,50,23,27,27
-856335.8696,7036492.396,2020/03/29 00:00:00+00,200,2615,10,46,2020/03/27 00:00:00+00,2216,564,77,506,103,3,3,19,52,51,98,88,249,1140,1060,16,15,29,155,408,416,432,314,441,47,51,25,24,28
-856335.8696,7036492.396,2020/03/30 00:00:00+00,295,2910,8,54,2020/03/28 00:00:00+00,2475,645,84,578,111,3,3,21,57,61,107,101,290,1240,1206,29,15,29,171,448,467,467,360,511,47,50,27,23,29
-856335.8696,7036492.396,2020/03/31 00:00:00+00,325,3235,17,71,2020/03/29 00:00:00+00,2677,703,113,674,118,4,3,22,61,66,116,108,321,1321,1320,36,17,30,178,477,503,504,398,563,47,51,26,23,30
-856335.8696,7036492.396,2020/04/01 00:00:00+00,212,3447,14,85,2020/03/30 00:00:00+00,2990,834,126,752,134,6,3,26,69,76,134,130,388,1494,1457,39,19,30,194,519,550,558,440,673,48,51,29,20,31
-856335.8696,7036492.396,2020/04/02 00:00:00+00,402,3849,13,98,2020/03/31 00:00:00+00,3282,932,134,841,160,6,4,29,77,85,152,145,432,1661,1572,49,19,30,216,564,617,608,480,739,48,59,23,18,32
-856335.8696,7036492.396,2020/04/03 00:00:00+00,424,4273,22,120,2020/04/01 00:00:00+00,3655,1039,148,948,171,6,4,32,81,94,163,160,497,1752,1860,43,20,30,235,618,685,690,537,831,48,61,23,16,33
-856335.8696,7036492.396,2020/04/04 00:00:00+00,331,4604,17,137,2020/04/02 00:00:00+00,4014,1118,158,1084,206,6,4,34,83,101,174,174,540,1909,2080,25,21,33,255,678,751,764,584,918,48,62,23,15,34
-856335.8696,7036492.396,2020/04/05 00:00:00+00,390,4994,21,158,2020/04/03 00:00:00+00,4443,1203,165,1163,236,7,4,35,88,106,183,185,593,2072,2335,36,24,35,270,748,808,830,647,1070,48,63,24,13,35
-856335.8696,7036492.396,2020/04/06 00:00:00+00,370,5364,16,174,2020/04/04 00:00:00+00,4916,1265,169,1263,260,3,7,35,93,111,188,191,635,2235,2633,48,24,36,287,820,902,907,697,1229,49,65,23,12,36
-856335.8696,7036492.396,2020/04/07 00:00:00+00,345,5709,36,210,2020/04/05 00:00:00+00,5593,1345,194,1388,270,7,3,36,96,116,201,207,677,2594,2946,53,30,39,347,948,1044,1048,794,1326,48,67,22,11,37
-856335.8696,7036492.396,2020/04/08 00:00:00+00,365,6074,25,235,2020/04/06 00:00:00+00,5981,1472,224,1568,299,7,4,37,102,127,224,230,739,2757,3154,70,30,42,364,1010,1111,1118,847,1442,48,67,23,10,38
-856335.8696,7036492.396,2020/04/09 00:00:00+00,500,6574,28,263,2020/04/07 00:00:00+00,6444,1521,230,1765,317,9,4,37,103,130,231,237,768,2923,3425,96,33,43,384,1103,1176,1219,922,1544,48,67,24,9,39
-856335.8696,7036492.396,2020/04/10 00:00:00+00,480,7054,25,287,2020/04/08 00:00:00+00,7071,1631,244,1949,339,10,4,39,115,137,249,256,819,3211,3788,72,36,45,423,1220,1304,1339,1015,1670,48,66,25,9,40
-856335.8696,7036492.396,2020/04/11 00:00:00+00,553,8928,33,320,2020/04/09 00:00:00+00,7787,1718,253,2141,356,10,4,41,119,144,256,271,871,3489,4212,86,40,52,473,1343,1418,1479,1138,1825,48,66,26,8,41
-856335.8696,7036492.396,2020/04/12 00:00:00+00,430,9655,14,334,2020/04/10 00:00:00+00,8496,1777,261,2312,382,10,5,43,123,146,263,279,906,3783,4616,97,45,56,528,1479,1558,1609,1251,1951,48,67,26,7,42
-856335.8696,7036492.396,2020/04/13 00:00:00+00,527,10647,31,365,2020/04/11 00:00:00+00,9484,1849,268,2489,401,11,5,44,125,150,272,287,953,4225,5115,144,48,67,598,1647,1757,1812,1411,2123,48,66,27,7,43
-856335.8696,7036492.396,2020/04/14 00:00:00+00,548,11479,41,406,2020/04/12 00:00:00+00,10385,1903,275,2707,408,12,5,43,127,154,278,293,989,4617,5629,139,56,81,674,1805,1927,1983,1522,2316,48,66,27,7,44
-856335.8696,7036492.396,2020/04/15 00:00:00+00,657,12547,38,444,2020/04/13 00:00:00+00,11261,1968,280,2872,413,13,4,43,130,159,288,301,1028,5021,6140,100,61,96,737,1950,2084,2157,1637,2520,48,52,42,6,45
-856335.8696,7036492.396,2020/04/16 00:00:00+00,629,13271,43,486,2020/04/14 00:00:00+00,12425,2026,284,3090,425,13,4,43,132,164,298,308,1062,5536,6778,111,72,124,809,2145,2315,2395,1806,2739,48,51,43,6,46
-856335.8696,7036492.396,2020/04/17 00:00:00+00,597,13980,44,530,2020/04/15 00:00:00+00,13012,2082,294,3347,436,13,5,44,134,168,304,318,1094,5773,7117,122,71,136,846,2231,2415,2502,1902,2889,48,52,42,6,47
-856335.8696,7036492.396,2020/04/18 00:00:00+00,630,14758,41,571,2020/04/16 00:00:00+00,13746,2168,296,3573,454,13,6,47,135,177,314,330,1144,6048,7568,130,76,142,892,2329,2522,2659,2010,3094,48,52,43,5,48
-856335.8696,7036492.396,2020/04/19 00:00:00+00,445,15251,39,610,2020/04/17 00:00:00+00,14602,2233,303,3788,472,13,7,50,139,183,320,343,1176,6397,8060,145,78,154,953,2467,2659,2825,2122,3320,48,66,32,5,49
-856335.8696,7036492.396,2020/04/20 00:00:00+00,401,15652,77,687,2020/04/18 00:00:00+00,15185,2272,306,4009,478,13,7,50,143,188,322,349,1198,6603,8433,149,84,161,1000,2557,2744,2943,2184,3488,48,62,41,4,50
-856335.8696,7036492.396,2020/04/21 00:00:00+00,388,16040,44,730,2020/04/19 00:00:00+00,15464,2323,315,4180,491,13,8,51,147,194,326,356,1226,6708,8595,161,83,162,1009,2580,2781,2972,2207,3646,48,60,35,5,51
-856335.8696,7036492.396,2020/04/22 00:00:00+00,631,16671,49,769,2020/04/20 00:00:00+00,15871,2387,322,4393,507,13,8,52,150,198,330,366,1267,6909,8906,56,86,169,1039,2635,2843,3039,2254,3782,48,61,35,4,52
-856335.8696,7036492.396,2020/04/23 00:00:00+00,936,17607,28,794,2020/04/21 00:00:00+00,16439,2424,331,4545,522,13,8,51,151,201,334,372,1291,9272,7105,62,89,174,1071,2712,2929,3125,2311,4004,48,52,44,4,53
-856335.8696,7036492.396,2020/04/24 00:00:00+00,577,18184,37,1014,2020/04/22 00:00:00+00,17420,2486,338,4713,548,14,8,53,155,210,343,379,1321,7457,9893,70,92,177,1130,2838,3041,3280,2408,4431,49,49,47,4,54
-856335.8696,7036492.396,2020/04/25 00:00:00+00,377,18561,42,1063,2020/04/23 00:00:00+00,17975,2536,344,4847,567,14,8,53,157,216,345,385,1028,7656,10261,58,93,181,1161,2904,3119,3346,2462,4685,49,63,33,4,55
-856335.8696,7036492.396,2020/04/26 00:00:00+00,701,19262,26,1087,2020/04/24 00:00:00+00,18431,2576,349,5064,601,14,8,53,156,218,350,392,1382,7797,10570,64,93,184,1193,2977,3181,3403,2513,4862,49,63,33,4,56
-856335.8696,7036492.396,2020/04/27 00:00:00+00,386,19648,18,1102,2020/04/25 00:00:00+00,19095,2624,353,5204,604,14,8,54,160,226,352,396,1412,8051,10963,81,97,190,1236,3069,3285,3526,2566,5101,49,64,33,3,57
-856335.8696,7036492.396,2020/04/28 00:00:00+00,229,19877,59,1159,2020/04/26 00:00:00+00,19383,2638,358,5414,608,14,8,54,159,228,353,401,1418,8152,11179,52,97,193,1262,3096,3319,3567,2586,5239,49,63,34,3,58
-856335.8696,7036492.396,2020/04/29 00:00:00+00,376,20253,31,1190,2020/04/27 00:00:00+00,19823,2669,355,5568,620,15,8,55,167,228,356,406,1432,8287,11379,57,98,196,1295,3149,3376,3632,2620,5334,49,63,34,3,59
-856335.8696,7036492.396,2020/04/30 00:00:00+00,359,20612,43,1232,2020/04/28 00:00:00+00,20111,2706,360,5684,630,15,8,55,170,231,360,406,1459,8427,11625,59,99,201,1323,3201,3438,3698,2665,5460,49,64,33,3,60
-856335.8696,7036492.396,2020/05/01 00:00:00+00,221,20833,34,1265,2020/04/29 00:00:00+00,20510,2768,367,5840,646,16,8,56,173,232,368,416,1496,8605,11841,64,101,205,1363,3271,3491,3752,2706,5596,49,66,33,3,61
-856335.8696,7036492.396,2020/05/02 00:00:00+00,343,21176,25,1286,2020/04/30 00:00:00+00,20742,2785,368,5973,676,16,8,56,173,232,373,415,1509,8695,11979,68,101,206,1383,3314,3532,3803,2736,5642,49,63,34,3,62
-856335.8696,7036492.396,2020/05/03 00:00:00+00,330,21506,19,1303,2020/05/01 00:00:00+00,21064,2825,363,6068,694,18,11,58,174,235,381,422,1524,8841,12166,57,107,215,1417,3373,3588,3858,2772,5711,49,63,34,3,63
-856335.8696,7036492.396,2020/05/04 00:00:00+00,266,21772,16,1319,2020/05/02 00:00:00+00,21437,2840,364,6211,703,18,12,58,176,236,383,423,1532,9045,12334,58,109,223,1460,3463,3667,3918,2816,5758,49,63,34,3,64
-856335.8696,7036492.396,2020/05/05 00:00:00+00,211,21983,23,1339,2020/05/03 00:00:00+00,21659,2879,369,6293,706,18,13,59,179,240,389,424,1555,9151,12446,62,111,230,1475,3496,3714,3956,2843,5810,49,62,35,3,65
-856335.8696,7036492.396,2020/05/06 00:00:00+00,265,22248,37,1375,2020/05/04 00:00:00+00,21908,2878,373,6393,710,18,14,61,175,238,389,421,1560,9283,12562,63,114,230,1495,3556,3766,3996,2866,5855,49,62,35,3,66
-856335.8696,7036492.396,2020/05/07 00:00:00+00,137,22385,29,1403,2020/05/05 00:00:00+00,22186,2891,376,6498,733,18,15,63,175,238,392,425,1563,9428,12696,62,117,241,1532,3618,3830,4039,2899,5885,49,62,35,3,67
-856335.8696,7036492.396,2020/05/08 00:00:00+00,156,22541,27,1429,2020/05/06 00:00:00+00,22301,2915,373,6586,737,18,17,63,175,235,393,429,1583,9472,12765,64,117,243,1545,3635,3851,4065,2913,5907,49,61,36,3,68
-856335.8696,7036492.396,2020/05/09 00:00:00+00,219,22760,18,1446,2020/05/07 00:00:00+00,22495,2954,381,6669,746,18,17,63,177,236,399,437,1605,9552,12879,64,117,245,1567,3673,3891,4087,2939,5950,49,61,36,3,69
-856335.8696,7036492.396,2020/05/10 00:00:00+00,236,22996,12,1458,2020/05/08 00:00:00+00,22671,2986,383,6771,750,18,17,65,179,240,404,436,1625,9627,12980,64,117,252,1582,3707,3919,4111,2958,5997,49,61,36,3,70
-856335.8696,7036492.396,2020/05/11 00:00:00+00,139,23135,15,1467,2020/05/09 00:00:00+00,22894,2998,383,6834,755,18,17,65,178,239,405,436,1638,9698,13129,67,121,258,1604,3745,3964,4148,2987,6041,49,61,36,3,71
-856335.8696,7036492.396,2020/05/12 00:00:00+00,107,23242,24,1488,2020/05/10 00:00:00+00,23089,3031,386,6906,759,18,17,66,179,238,408,439,1664,9776,13249,64,121,260,1624,3777,3994,4172,3014,6101,49,61,36,3,72
-856335.8696,7036492.396,2020/05/13 00:00:00+00,159,23401,10,1497,2020/05/11 00:00:00+00,23144,3050,389,6997,766,18,17,68,181,239,407,439,1679,9802,13282,60,122,263,1631,3792,4004,4186,3014,6107,48,60,37,3,73
-856335.8696,7036492.396,2020/05/14 00:00:00+00,426,23827,10,1506,2020/05/12 00:00:00+00,23259,3053,387,7123,766,18,17,68,182,240,409,442,1675,9853,13338,68,125,266,1641,3822,4024,4203,3029,6124,48,60,37,3,74
-856335.8696,7036492.396,2020/05/15 00:00:00+00,129,23956,16,1518,2020/05/13 00:00:00+00,23627,3062,387,7427,781,18,17,68,184,242,409,442,1680,10019,13559,49,128,266,1688,3936,4105,4276,3066,6138,48,61,37,2,75
-856335.8696,7036492.396,2020/05/16 00:00:00+00,92,24048,15,1533,2020/05/14 00:00:00+00,23779,3094,389,7530,784,18,17,68,186,247,415,449,1692,10189,13681,49,128,267,1705,3995,4181,4316,3096,6167,48,60,37,3,76
-856335.8696,7036492.396,2020/05/17 00:00:00+00,64,24112,10,1543,2020/05/15 00:00:00+00,23953,3117,389,7566,800,19,17,70,187,247,420,453,1712,10195,13709,49,130,270,1714,4015,4201,4329,3099,6171,48,60,37,3,77
-856335.8696,7036492.396,2020/05/18 00:00:00+00,88,24200,4,1547,2020/05/16 00:00:00+00,24036,3127,391,7615,805,19,17,70,187,247,421,457,1707,10229,13768,39,132,270,1721,4043,4217,4339,3103,6187,48,60,37,3,78
-856335.8696,7036492.396,2020/05/19 00:00:00+00,51,24251,16,1561,2020/05/17 00:00:00+00,24176,3143,390,7661,806,19,17,70,188,248,422,463,1714,10296,13841,39,134,275,1744,4066,4249,4357,3119,6208,48,60,37,3,79
-856335.8696,7036492.396,2020/05/20 00:00:00+00,64,24315,11,1571,2020/05/18 00:00:00+00,24204,3164,393,7708,810,19,17,70,188,247,425,470,1725,10307,13859,38,135,277,1750,4069,4260,4361,3122,6206,48,60,38,2,80
-856335.8696,7036492.396,2020/05/21 00:00:00+00,76,24391,12,1583,2020/05/19 00:00:00+00,24274,3183,392,7747,814,19,17,70,189,247,428,473,1737,10337,13899,38,137,278,1760,4083,4272,4371,3127,6222,48,60,38,2,81
-856335.8696,7036492.396,2020/05/22 00:00:00+00,115,24506,11,1592,2020/05/20 00:00:00+00,24351,3194,393,7791,823,19,17,70,190,247,429,474,1745,10375,13936,40,137,281,1763,4093,4288,4380,3139,6246,48,60,38,2,82
-856335.8696,7036492.396,2020/05/23 00:00:00+00,76,24582,13,1604,2020/05/21 00:00:00+00,24451,3211,393,7813,829,19,17,70,191,247,429,476,1759,10418,13996,37,141,288,1769,4112,4306,4401,3145,6265,48,60,38,2,83
-856335.8696,7036492.396,2020/05/24 00:00:00+00,57,24639,4,1608,2020/05/22 00:00:00+00,24569,3222,394,7819,844,19,17,71,193,248,430,478,1763,10468,14064,37,145,291,1792,4135,4326,4415,3158,6283,48,59,38,3,84
-856335.8696,7036492.396,2020/05/25 00:00:00+00,59,24698,0,1606,2020/05/23 00:00:00+00,24593,3225,394,7842,846,19,17,71,193,249,430,477,1766,10484,14070,39,146,292,1797,4138,4335,4418,3158,6284,48,59,38,3,85
-856335.8696,7036492.396,2020/05/26 00:00:00+00,37,24735,9,1615,2020/05/24 00:00:00+00,24629,3233,395,7852,846,19,17,71,193,249,432,478,1771,10510,14081,38,147,294,1802,4139,4337,4428,3163,6294,48,59,38,3,86
-856335.8696,7036492.396,2020/05/27 00:00:00+00,73,24803,17,1631,2020/05/25 00:00:00+00,24730,3251,399,7891,846,19,17,71,196,249,433,479,1784,10548,14145,37,148,297,1810,4162,4349,4444,3180,6315,48,40,58,2,87
-856335.8696,7036492.396,2020/05/28 00:00:00+00,46,24841,9,1639,2020/05/26 00:00:00+00,24795,3267,404,7920,850,19,17,71,196,251,437,481,1792,10575,14186,34,150,304,1818,4168,4362,4454,3186,6329,48,40,58,2,88
-856335.8696,7036492.396,2020/05/29 00:00:00+00,39,24876,6,1645,2020/05/27 00:00:00+00,24837,3270,404,7943,856,19,17,72,197,252,439,480,1792,10589,14214,34,151,305,1822,4176,4369,4463,3190,6337,48,40,58,2,89
-856335.8696,7036492.396,2020/05/30 00:00:00+00,59,24929,9,1651,2020/05/28 00:00:00+00,24870,3279,408,7955,861,19,17,72,197,255,439,480,1797,10601,14235,34,153,307,1822,4177,4373,4471,3195,6349,48,40,58,2,90
-856335.8696,7036492.396,2020/05/31 00:00:00+00,66,24990,2,1652,2020/05/29 00:00:00+00,24924,3283,408,7963,866,19,17,72,198,254,440,481,1799,10621,14269,34,153,309,1824,4185,4385,4476,3197,6372,48,39,59,2,91
-856335.8696,7036492.396,2020/06/01 00:00:00+00,77,25062,1,1650,2020/05/30 00:00:00+00,24985,3286,408,7968,866,19,17,72,198,254,442,481,1800,10661,14289,35,154,310,1830,4197,4399,4488,3204,6380,48,39,58,2,92
-856335.8696,7036492.396,2020/06/02 00:00:00+00,10,25066,8,1658,2020/05/31 00:00:00+00,25056,3292,408,7986,867,19,17,72,198,254,443,482,1804,10693,14332,31,156,318,1841,4205,4407,4502,3213,6391,48,39,58,2,93
-856335.8696,7036492.396,2020/06/03 00:00:00+00,47,25111,3,1659,2020/06/01 00:00:00+00,25064,3298,409,8004,872,19,17,72,197,255,443,484,1808,10697,14336,31,156,318,1842,4207,4407,4503,3213,6395,48,39,59,2,94
-856335.8696,7036492.396,2020/06/04 00:00:00+00,38,25142,5,1664,2020/06/02 00:00:00+00,25104,3311,410,8025,876,19,18,73,197,257,443,487,1814,10715,14358,31,156,319,1842,4209,4416,4511,3221,6407,48,39,59,2,95
-856335.8696,7036492.396,2020/06/05 00:00:00+00,28,25163,7,1670,2020/06/03 00:00:00+00,25135,3312,410,8046,880,20,18,73,196,257,443,488,1814,10734,14370,31,156,319,1847,4211,4424,4522,3227,6404,48,39,59,2,96
-856335.8696,7036492.396,2020/06/06 00:00:00+00,24,25183,9,1678,2020/06/04 00:00:00+00,25159,3319,410,8059,885,20,18,73,197,257,443,490,1818,10743,14384,32,160,321,1850,4216,4425,4524,3228,6411,48,39,59,2,97
-856335.8696,7036492.396,2020/06/07 00:00:00+00,25,25201,1,1679,2020/06/05 00:00:00+00,25176,3321,409,8057,888,20,17,73,197,258,443,490,1820,10751,14393,32,161,320,1854,4219,4430,4527,3226,6416,48,39,59,2,98
-856335.8696,7036492.396,2020/06/08 00:00:00+00,9,25207,4,1683,2020/06/06 00:00:00+00,25198,3322,411,8073,891,20,18,72,197,258,444,491,1819,10759,14406,33,162,321,1859,4222,4434,4530,3229,6417,48,39,59,2,99
-856335.8696,7036492.396,2020/06/09 00:00:00+00,9,25215,9,1691,2020/06/07 00:00:00+00,25206,3331,413,8087,892,20,18,72,199,260,445,490,1825,10766,14408,32,161,321,1859,4224,4437,4533,3229,6419,48,38,59,2,100
-856335.8696,7036492.396,2020/06/10 00:00:00+00,19,25231,5,1695,2020/06/08 00:00:00+00,25212,3321,411,8099,887,20,17,71,198,260,445,489,1819,10771,14409,32,161,320,1861,4223,4438,4535,3232,6419,48,38,60,2,101
-856335.8696,7036492.396,2020/06/11 00:00:00+00,8,25238,8,1703,2020/06/09 00:00:00+00,25230,3307,412,8114,901,20,17,69,198,261,444,490,1806,10777,14421,32,162,320,1866,4226,4441,4538,3232,6422,48,38,60,2,102
-856335.8696,7036492.396,2020/06/12 00:00:00+00,13,25250,3,1705,2020/06/10 00:00:00+00,25237,3275,415,8116,917,20,17,69,199,261,444,490,1773,10780,14425,32,163,320,1866,4228,4442,4539,3232,6424,48,38,60,2,103
-856335.8696,7036492.396,2020/06/13 00:00:00+00,46,25295,5,1705,2020/06/11 00:00:00+00,25249,3276,416,8123,941,20,17,69,199,261,444,490,1774,10784,14434,31,165,320,1867,4230,4443,4540,3232,6429,48,37,60,2,104
-856335.8696,7036492.396,2020/06/14 00:00:00+00,8,25303,1,1706,2020/06/12 00:00:00+00,25295,3279,416,8130,970,20,17,69,200,261,444,491,1775,10804,14460,31,167,323,1871,4239,4452,4548,3236,6436,48,37,60,2,105
-856335.8696,7036492.396,2020/06/15 00:00:00+00,18,25321,0,1706,2020/06/13 00:00:00+00,25303,3278,417,8130,976,20,17,69,200,261,444,491,1774,10808,14465,30,167,323,1873,4241,4452,4549,3236,6439,48,37,60,2,106
-856335.8696,7036492.396,2020/06/16 00:00:00+00,14,25334,3,1709,2020/06/14 00:00:00+00,25320,3282,418,8139,976,20,17,69,200,261,445,490,1778,10815,14475,30,169,324,1874,4242,4455,4553,3238,6442,48,37,60,2,107
-856335.8696,7036492.396,2020/06/17 00:00:00+00,8,25341,3,1710,2020/06/15 00:00:00+00,25333,3278,417,8144,981,21,16,70,199,262,444,487,1777,10820,14483,30,170,324,1874,4243,4458,4557,3238,6446,48,37,60,2,108
-856335.8696,7036492.396,2020/06/18 00:00:00+00,16,25355,4,1714,2020/06/16 00:00:00+00,25339,3282,417,8147,1005,21,16,70,199,262,445,487,1780,10822,14487,30,170,324,1875,4244,4459,4558,3239,6447,48,37,61,2,109
-856335.8696,7036492.396,2020/06/19 00:00:00+00,13,25368,2,1714,2020/06/17 00:00:00+00,25355,3286,416,8154,1031,21,16,70,200,262,445,488,1782,10831,14494,30,170,325,1877,4248,4462,4561,3240,6449,48,37,61,2,110
-856335.8696,7036492.396,2020/06/20 00:00:00+00,22,25374,2,1715,2020/06/18 00:00:00+00,25352,3280,419,8152,1033,21,16,70,197,263,443,488,1780,10835,14487,30,170,326,1878,4249,4464,4557,3240,6446,48,37,61,2,111
-856335.8696,7036492.396,2020/06/21 00:00:00+00,6,25379,0,1715,2020/06/19 00:00:00+00,25373,3282,419,8158,1036,21,16,70,197,263,444,488,1781,10845,14498,30,170,326,1883,4253,4467,4559,3243,6450,48,37,61,2,112
-856335.8696,7036492.396,2020/06/22 00:00:00+00,4,25383,2,1717,2020/06/20 00:00:00+00,25379,3284,431,8161,1069,21,16,70,197,264,444,489,1781,10847,14502,30,170,326,1883,4254,4469,4560,3243,6452,48,36,61,2,113
-856335.8696,7036492.396,2020/06/23 00:00:00+00,10,25391,3,1720,2020/06/21 00:00:00+00,25381,3285,434,8172,1100,21,16,70,197,264,444,489,1782,10849,14502,30,170,326,1884,4255,4468,4562,3243,6451,48,36,62,2,114
-856335.8696,7036492.396,2020/06/24 00:00:00+00,5,25396,6,1726,2020/06/22 00:00:00+00,25391,3292,434,8177,1212,21,16,70,197,265,445,490,1786,10853,14508,30,170,327,1884,4256,4471,4562,3247,6452,48,36,62,2,115
-856335.8696,7036492.396,2020/06/25 00:00:00+00,11,25405,1,1727,2020/06/23 00:00:00+00,25394,3293,433,8178,1321,21,16,70,196,265,444,490,1789,10855,14509,30,170,327,1884,4256,4471,4562,3247,6455,48,35,62,2,116
-856335.8696,7036492.396,2020/06/26 00:00:00+00,11,25414,3,1730,2020/06/24 00:00:00+00,25403,3293,434,8185,1339,21,16,69,196,265,443,492,1789,10858,14515,30,170,327,1885,4257,4472,4562,3249,6459,48,35,63,2,117
-856335.8696,7036492.396,2020/06/27 00:00:00+00,23,25437,6,1734,2020/06/25 00:00:00+00,25403,3293,434,8185,1339,21,16,69,196,265,443,492,1789,10858,14515,30,170,327,1885,4257,4472,4562,3249,6459,48,35,63,2,118
